image1,image2,image3,credit1,credit2,credit3,is_rating_trial,text_attention
key_cropped.png,cone_cropped.png,grey.png,7,3,0,1,0
cactus_cropped.png,hairclip_cropped.png,grey.png,6,2,0,0,0
key_cropped.png,cone_cropped.png,grey.png,7,3,0,0,0
cactus_cropped.png,hairclip_cropped.png,grey.png,6,2,0,0,0
key_cropped.png,cone_cropped.png,grey.png,7,3,0,0,0
cactus_cropped.png,hairclip_cropped.png,grey.png,6,2,0,1,0
key_cropped.png,cone_cropped.png,grey.png,7,3,0,0,0
cactus_cropped.png,hairclip_cropped.png,grey.png,6,2,0,0,0
key_cropped.png,cone_cropped.png,grey.png,7,3,0,0,0
cactus_cropped.png,hairclip_cropped.png,grey.png,6,2,0,0,0
key_cropped.png,cone_cropped.png,grey.png,7,3,0,1,0
cactus_cropped.png,hairclip_cropped.png,grey.png,6,2,0,0,0
key_cropped.png,cone_cropped.png,grey.png,7,3,0,0,0
cactus_cropped.png,hairclip_cropped.png,grey.png,6,2,0,0,0
key_cropped.png,cone_cropped.png,grey.png,7,3,0,0,0
cactus_cropped.png,hairclip_cropped.png,grey.png,6,2,0,1,0
key_cropped.png,cone_cropped.png,grey.png,7,3,0,0,0
cactus_cropped.png,hairclip_cropped.png,grey.png,6,2,0,0,0
key_cropped.png,cone_cropped.png,grey.png,7,3,0,0,0
cactus_cropped.png,hairclip_cropped.png,grey.png,6,2,0,0,0
key_cropped.png,kodak_cropped.png,grey.png,7,4,0,0,0
cactus_cropped.png,cone_cropped.png,grey.png,6,3,0,1,0
phone_cropped.png,hairclip_cropped.png,grey.png,5,2,0,0,0
key_cropped.png,kodak_cropped.png,grey.png,7,4,0,0,0
cactus_cropped.png,cone_cropped.png,grey.png,6,3,0,0,0
phone_cropped.png,hairclip_cropped.png,grey.png,5,2,0,0,0
key_cropped.png,kodak_cropped.png,grey.png,7,4,0,1,0
cactus_cropped.png,cone_cropped.png,grey.png,6,3,0,0,0
phone_cropped.png,hairclip_cropped.png,grey.png,5,2,0,0,0
key_cropped.png,kodak_cropped.png,grey.png,7,4,0,0,0
cactus_cropped.png,cone_cropped.png,grey.png,6,3,0,0,0
hairclip_cropped.png,phone_cropped.png,grey.png,0,0,0,0,1
phone_cropped.png,hairclip_cropped.png,grey.png,5,2,0,1,0
key_cropped.png,kodak_cropped.png,grey.png,7,4,0,0,0
cactus_cropped.png,cone_cropped.png,grey.png,6,3,0,0,0
phone_cropped.png,hairclip_cropped.png,grey.png,5,2,0,0,0
key_cropped.png,kodak_cropped.png,grey.png,7,4,0,0,0
cactus_cropped.png,cone_cropped.png,grey.png,6,3,0,1,0
phone_cropped.png,hairclip_cropped.png,grey.png,5,2,0,0,0
cactus_cropped.png,cone_cropped.png,grey.png,6,3,0,0,0
phone_cropped.png,hairclip_cropped.png,grey.png,5,2,0,0,0
key_cropped.png,phone_cropped.png,grey.png,7,5,0,0,0
cactus_cropped.png,kodak_cropped.png,grey.png,6,4,0,0,0
phone_cropped.png,cone_cropped.png,grey.png,5,3,0,1,0
kodak_cropped.png,hairclip_cropped.png,grey.png,4,2,0,0,0
key_cropped.png,phone_cropped.png,grey.png,7,5,0,0,0
cactus_cropped.png,kodak_cropped.png,grey.png,6,4,0,0,0
phone_cropped.png,cone_cropped.png,grey.png,5,3,0,0,0
kodak_cropped.png,hairclip_cropped.png,grey.png,4,2,0,1,0
key_cropped.png,phone_cropped.png,grey.png,7,5,0,0,0
cactus_cropped.png,kodak_cropped.png,grey.png,6,4,0,0,0
phone_cropped.png,cone_cropped.png,grey.png,5,3,0,0,0
kodak_cropped.png,hairclip_cropped.png,grey.png,4,2,0,0,0
key_cropped.png,phone_cropped.png,grey.png,7,5,0,1,0
cactus_cropped.png,kodak_cropped.png,grey.png,6,4,0,0,0
phone_cropped.png,cone_cropped.png,grey.png,5,3,0,0,0
kodak_cropped.png,hairclip_cropped.png,grey.png,4,2,0,0,0
key_cropped.png,phone_cropped.png,grey.png,7,5,0,0,0
cactus_cropped.png,kodak_cropped.png,grey.png,6,4,0,1,0
phone_cropped.png,cone_cropped.png,grey.png,5,3,0,0,0
kodak_cropped.png,hairclip_cropped.png,grey.png,4,2,0,0,0
key_cropped.png,cactus_cropped.png,grey.png,7,6,0,1,0
cactus_cropped.png,phone_cropped.png,grey.png,6,5,0,0,0
phone_cropped.png,kodak_cropped.png,grey.png,5,4,0,0,0
hairclip_cropped.png,cactus_cropped.png,grey.png,0,0,0,0,1
kodak_cropped.png,cone_cropped.png,grey.png,4,3,0,0,0
cone_cropped.png,hairclip_cropped.png,grey.png,3,2,0,1,0
key_cropped.png,cactus_cropped.png,grey.png,7,6,0,0,0
cactus_cropped.png,phone_cropped.png,grey.png,6,5,0,0,0
phone_cropped.png,kodak_cropped.png,grey.png,5,4,0,0,0
kodak_cropped.png,cone_cropped.png,grey.png,4,3,0,1,0
cone_cropped.png,hairclip_cropped.png,grey.png,3,2,0,0,0
key_cropped.png,cactus_cropped.png,grey.png,7,6,0,0,0
cactus_cropped.png,phone_cropped.png,grey.png,6,5,0,0,0
phone_cropped.png,kodak_cropped.png,grey.png,5,4,0,1,0
kodak_cropped.png,cone_cropped.png,grey.png,4,3,0,0,0
cone_cropped.png,hairclip_cropped.png,grey.png,3,2,0,0,0
key_cropped.png,cactus_cropped.png,grey.png,7,6,0,0,0
cactus_cropped.png,phone_cropped.png,grey.png,6,5,0,1,0
phone_cropped.png,kodak_cropped.png,grey.png,5,4,0,0,0
kodak_cropped.png,cone_cropped.png,grey.png,4,3,0,0,0
cone_cropped.png,hairclip_cropped.png,grey.png,3,2,0,0,0
key_cropped.png,cone_cropped.png,hairclip_cropped.png,7,3,2,1,0
cactus_cropped.png,hairclip_cropped.png,tape_cropped.png,6,2,1,0,0
key_cropped.png,cone_cropped.png,tape_cropped.png,7,3,1,0,0
cactus_cropped.png,hairclip_cropped.png,tape_cropped.png,6,2,1,0,0
key_cropped.png,cone_cropped.png,hairclip_cropped.png,7,3,2,0,0
cactus_cropped.png,hairclip_cropped.png,tape_cropped.png,6,2,1,1,0
key_cropped.png,cone_cropped.png,tape_cropped.png,7,3,1,0,0
cactus_cropped.png,hairclip_cropped.png,tape_cropped.png,6,2,1,0,0
key_cropped.png,cone_cropped.png,hairclip_cropped.png,7,3,2,0,0
cactus_cropped.png,hairclip_cropped.png,tape_cropped.png,6,2,1,0,0
key_cropped.png,cone_cropped.png,tape_cropped.png,7,3,1,1,0
cactus_cropped.png,hairclip_cropped.png,tape_cropped.png,6,2,1,0,0
key_cropped.png,cone_cropped.png,hairclip_cropped.png,7,3,2,0,0
cactus_cropped.png,hairclip_cropped.png,tape_cropped.png,6,2,1,0,0
key_cropped.png,cone_cropped.png,tape_cropped.png,7,3,1,0,0
cactus_cropped.png,hairclip_cropped.png,tape_cropped.png,6,2,1,1,0
key_cropped.png,cone_cropped.png,hairclip_cropped.png,7,3,2,0,0
cactus_cropped.png,hairclip_cropped.png,tape_cropped.png,6,2,1,0,0
key_cropped.png,cone_cropped.png,tape_cropped.png,7,3,1,0,0
cactus_cropped.png,hairclip_cropped.png,tape_cropped.png,6,2,1,0,0
key_cropped.png,kodak_cropped.png,cone_cropped.png,7,4,3,0,0
cactus_cropped.png,cone_cropped.png,hairclip_cropped.png,6,3,2,1,0
phone_cropped.png,hairclip_cropped.png,tape_cropped.png,5,2,1,0,0
key_cropped.png,kodak_cropped.png,hairclip_cropped.png,7,4,2,0,0
cactus_cropped.png,cone_cropped.png,tape_cropped.png,6,3,1,0,0
phone_cropped.png,hairclip_cropped.png,tape_cropped.png,5,2,1,0,0
key_cropped.png,kodak_cropped.png,tape_cropped.png,7,4,1,1,0
cactus_cropped.png,cone_cropped.png,hairclip_cropped.png,6,3,2,0,0
phone_cropped.png,hairclip_cropped.png,tape_cropped.png,5,2,1,0,0
key_cropped.png,kodak_cropped.png,cone_cropped.png,7,4,3,0,0
cactus_cropped.png,cone_cropped.png,hairclip_cropped.png,6,3,2,0,0
phone_cropped.png,hairclip_cropped.png,tape_cropped.png,5,2,1,1,0
key_cropped.png,kodak_cropped.png,hairclip_cropped.png,7,4,2,0,0
key_cropped.png,cactus_cropped.png,grey.png,0,0,0,0,1
cactus_cropped.png,cone_cropped.png,tape_cropped.png,6,3,1,0,0
phone_cropped.png,hairclip_cropped.png,tape_cropped.png,5,2,1,0,0
key_cropped.png,kodak_cropped.png,tape_cropped.png,7,4,1,0,0
cactus_cropped.png,cone_cropped.png,hairclip_cropped.png,6,3,2,1,0
phone_cropped.png,hairclip_cropped.png,tape_cropped.png,5,2,1,0,0
cactus_cropped.png,cone_cropped.png,tape_cropped.png,6,3,1,0,0
phone_cropped.png,hairclip_cropped.png,tape_cropped.png,5,2,1,0,0
key_cropped.png,phone_cropped.png,kodak_cropped.png,7,5,4,0,0
cactus_cropped.png,kodak_cropped.png,cone_cropped.png,6,4,3,0,0
phone_cropped.png,cone_cropped.png,hairclip_cropped.png,5,3,2,1,0
kodak_cropped.png,hairclip_cropped.png,tape_cropped.png,4,2,1,0,0
key_cropped.png,phone_cropped.png,cone_cropped.png,7,5,3,0,0
cactus_cropped.png,kodak_cropped.png,hairclip_cropped.png,6,4,2,0,0
phone_cropped.png,cone_cropped.png,tape_cropped.png,5,3,1,0,0
kodak_cropped.png,hairclip_cropped.png,tape_cropped.png,4,2,1,1,0
key_cropped.png,phone_cropped.png,hairclip_cropped.png,7,5,2,0,0
cactus_cropped.png,kodak_cropped.png,tape_cropped.png,6,4,1,0,0
phone_cropped.png,cone_cropped.png,hairclip_cropped.png,5,3,2,0,0
kodak_cropped.png,hairclip_cropped.png,tape_cropped.png,4,2,1,0,0
key_cropped.png,phone_cropped.png,tape_cropped.png,7,5,1,1,0
cactus_cropped.png,kodak_cropped.png,cone_cropped.png,6,4,3,0,0
phone_cropped.png,cone_cropped.png,tape_cropped.png,5,3,1,0,0
kodak_cropped.png,hairclip_cropped.png,tape_cropped.png,4,2,1,0,0
key_cropped.png,phone_cropped.png,kodak_cropped.png,7,5,4,0,0
cactus_cropped.png,kodak_cropped.png,hairclip_cropped.png,6,4,2,1,0
phone_cropped.png,cone_cropped.png,hairclip_cropped.png,5,3,2,0,0
phone_cropped.png,key_cropped.png,grey.png,0,0,0,0,1
kodak_cropped.png,hairclip_cropped.png,tape_cropped.png,4,2,1,0,0
key_cropped.png,cactus_cropped.png,phone_cropped.png,7,6,5,1,0
cactus_cropped.png,phone_cropped.png,kodak_cropped.png,6,5,4,0,0
phone_cropped.png,kodak_cropped.png,cone_cropped.png,5,4,3,0,0
kodak_cropped.png,cone_cropped.png,hairclip_cropped.png,4,3,2,0,0
cone_cropped.png,hairclip_cropped.png,tape_cropped.png,3,2,1,1,0
key_cropped.png,cactus_cropped.png,kodak_cropped.png,7,6,4,0,0
cactus_cropped.png,phone_cropped.png,cone_cropped.png,6,5,3,0,0
phone_cropped.png,kodak_cropped.png,hairclip_cropped.png,5,4,2,0,0
kodak_cropped.png,cone_cropped.png,tape_cropped.png,4,3,1,1,0
cone_cropped.png,hairclip_cropped.png,tape_cropped.png,3,2,1,0,0
key_cropped.png,cactus_cropped.png,cone_cropped.png,7,6,3,0,0
cactus_cropped.png,phone_cropped.png,hairclip_cropped.png,6,5,2,0,0
phone_cropped.png,kodak_cropped.png,tape_cropped.png,5,4,1,1,0
kodak_cropped.png,cone_cropped.png,hairclip_cropped.png,4,3,2,0,0
cone_cropped.png,hairclip_cropped.png,tape_cropped.png,3,2,1,0,0
key_cropped.png,cactus_cropped.png,hairclip_cropped.png,7,6,2,0,0
cactus_cropped.png,phone_cropped.png,tape_cropped.png,6,5,1,1,0
phone_cropped.png,kodak_cropped.png,cone_cropped.png,5,4,3,0,0
kodak_cropped.png,cone_cropped.png,tape_cropped.png,4,3,1,0,0
cone_cropped.png,hairclip_cropped.png,tape_cropped.png,3,2,1,0,0
